what,kind,bundleId,bundleVersion,description,time
<<<<<<< HEAD
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851199474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851206155
activated,editor,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201108301805,"org.eclipse.linuxtools.cdt.autotools.ui.editors.AutomakeEditor",1326851206320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326851209131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851210631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851212950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326851214004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326851216185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326851217428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851219799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851221902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851236242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851238599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851239472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851258913
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326851260129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851271281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851272598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851278759
activated,editor,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201108301805,"org.eclipse.linuxtools.cdt.autotools.ui.editor.autoconf",1326851281356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851283799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851291439
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851292300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851312010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851312927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851330155
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851334542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851336108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851347696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851349674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851349924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851351227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851351277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851351291
